conversation_id,brand,intent,customer_message,agent_reply
1058,AppleSupport,billing_and_payment,@AppleSupport I cancelled my subscription last month but got billed again today.,"We're sorry for the trouble, we're looking into why the cancellation didn't take effect and will refund any charge made after your cancellation date."
1050,AppleSupport,billing_and_payment,@AppleSupport I cancelled my subscription last month but got billed again today.,"We're sorry for the trouble, we're looking into why the cancellation didn't take effect and will refund any charge made after your cancellation date."
1061,AmazonHelp,billing_and_payment,"@AmazonHelp I was charged twice for the same order 894974, please refund the duplicate charge!","We're sorry about the duplicate charge on order 894974. We've confirmed the double billing and initiated a refund for the extra charge, it should post within 3-5 business days."
1063,AppleSupport,billing_and_payment,@AppleSupport my card was declined but the amount is still showing as pending on my bank statement.,"Pending holds from declined transactions typically drop off within 3-5 business days depending on your bank, no charge will actually be completed on our end."
1016,SpotifyCares,refund_or_return,@SpotifyCares I returned my item weeks ago (order 809698) and still no refund. This is ridiculous.,"We understand the frustration. We can see the return for order 809698 was received; refunds typically post within 5 business days, if it's past that window we'll issue it manually today."
1005,SpotifyCares,order_status,@SpotifyCares where is my order #232431? It was supposed to arrive 3 days ago and tracking hasn't updated.,"Hi, sorry for the delay! Order #232431 is showing as in transit with the carrier and should update within 24 hours. We've flagged it for priority tracking. DM us if it's not moving by tomorrow."
1037,AppleSupport,technical_support,@AppleSupport getting error code 5024 whenever I try to check out. Is your site down?,"We're seeing isolated reports of error 5024, our engineering team is investigating. As a workaround, try checking out from a different browser or the mobile app."
1069,DeltaAssist,account_access,"@DeltaAssist I can't verify my account, the OTP text message never arrives on my phone.",Sorry about that! Please confirm the phone number on file (last 4 digits) and we'll resend the OTP through an alternate channel.
1042,BanklyCare,technical_support,@BanklyCare getting error code 5024 whenever I try to check out. Is your site down?,"We're seeing isolated reports of error 5024, our engineering team is investigating. As a workaround, try checking out from a different browser or the mobile app."
1014,UberSupport,order_status,@UberSupport where is my order #959458? It was supposed to arrive 3 days ago and tracking hasn't updated.,"Hi, sorry for the delay! Order #959458 is showing as in transit with the carrier and should update within 24 hours. We've flagged it for priority tracking. DM us if it's not moving by tomorrow."
1046,SpotifyCares,technical_support,@SpotifyCares the app keeps crashing every time I open it on my phone. Anyone else having this issue?,"Sorry about that! Could you tell us your device model and app version? In the meantime, try reinstalling the app, that resolves most crash-on-launch issues."
1022,DeltaAssist,refund_or_return,"@DeltaAssist the size didn't fit, how do I exchange or refund order 346884?","No problem, for order 346884 you can choose a free exchange for a different size, or a full refund, both start from the Returns page."
1075,UberSupport,account_access,"@UberSupport I'm locked out of my account, the password reset email never arrives.","Sorry for the hassle! Please check your spam folder first, if it's still not there, confirm the email on file and we'll manually trigger a reset link."
1008,SpotifyCares,order_status,@SpotifyCares can you tell me the delivery date for order 880927? The estimate keeps changing.,"Order 880927 is currently estimated to arrive within 2-3 business days. Estimates shift as the carrier scans it along the route, we'll keep you posted."
1053,BanklyCare,billing_and_payment,@BanklyCare why was I billed $49.99 this month when my plan is supposed to be $9.99?,"Apologies for the confusion. This looks like it may be a plan tier mismatch, we're escalating to billing support to review your account and correct any overcharge."
1045,DeltaAssist,technical_support,@DeltaAssist getting error code 5024 whenever I try to check out. Is your site down?,"We're seeing isolated reports of error 5024, our engineering team is investigating. As a workaround, try checking out from a different browser or the mobile app."
1059,SpotifyCares,billing_and_payment,@SpotifyCares my card was declined but the amount is still showing as pending on my bank statement.,"Pending holds from declined transactions typically drop off within 3-5 business days depending on your bank, no charge will actually be completed on our end."
1096,SpotifyCares,general_inquiry,@SpotifyCares how long is the warranty on your products?,"Most products carry a 1-year limited warranty from date of purchase, extended warranty plans are available at checkout."
1047,AmazonHelp,technical_support,@AmazonHelp getting error code 5024 whenever I try to check out. Is your site down?,"We're seeing isolated reports of error 5024, our engineering team is investigating. As a workaround, try checking out from a different browser or the mobile app."
1109,AppleSupport,general_inquiry,@AppleSupport what are your customer support hours?,"Our support team is available 24/7 via DM and chat, phone support runs from 8am-10pm local time."
1078,AmazonHelp,account_access,"@AmazonHelp I can't verify my account, the OTP text message never arrives on my phone.",Sorry about that! Please confirm the phone number on file (last 4 digits) and we'll resend the OTP through an alternate channel.
1065,AmazonHelp,account_access,"@AmazonHelp I can't verify my account, the OTP text message never arrives on my phone.",Sorry about that! Please confirm the phone number on file (last 4 digits) and we'll resend the OTP through an alternate channel.
1030,BanklyCare,refund_or_return,@BanklyCare I returned my item weeks ago (order 533576) and still no refund. This is ridiculous.,"We understand the frustration. We can see the return for order 533576 was received; refunds typically post within 5 business days, if it's past that window we'll issue it manually today."
1089,AmazonHelp,complaint_service_quality,@AmazonHelp customer service hung up on me twice today without resolving anything.,"That should never happen, we sincerely apologize. We're escalating this internally and a senior support lead will follow up with you directly today."
1080,BanklyCare,complaint_service_quality,"@BanklyCare the food arrived cold and an hour late, this is the third time this month.","We're sorry this keeps happening, that's well below the standard we expect. We're issuing a credit for this order and flagging the pattern for review with the restaurant partner."
1091,DeltaAssist,complaint_service_quality,@DeltaAssist your driver was incredibly rude and took a longer route on purpose. Not okay.,"We're really sorry to hear this, that's not the experience we want for you. We've logged a formal complaint against the driver and are reviewing the trip route and conduct."
1097,AppleSupport,general_inquiry,@AppleSupport is there a student discount available?,"Yes, we offer a student discount, you can verify your student status on our site to unlock 15% off."
1043,AppleSupport,technical_support,@AppleSupport the app keeps crashing every time I open it on my phone. Anyone else having this issue?,"Sorry about that! Could you tell us your device model and app version? In the meantime, try reinstalling the app, that resolves most crash-on-launch issues."
1057,DeltaAssist,billing_and_payment,@DeltaAssist why was I billed $49.99 this month when my plan is supposed to be $9.99?,"Apologies for the confusion. This looks like it may be a plan tier mismatch, we're escalating to billing support to review your account and correct any overcharge."
1111,AmazonHelp,general_inquiry,@AmazonHelp is there a student discount available?,"Yes, we offer a student discount, you can verify your student status on our site to unlock 15% off."
1001,BanklyCare,order_status,@BanklyCare my package for order 341758 says delivered but I never got it. Can you check?,"That's frustrating, we're sorry. We've opened a carrier investigation for order 341758. Most delivered-but-missing cases resolve within 48 hours; if not, we'll reship or refund automatically."
1105,AppleSupport,general_inquiry,@AppleSupport how long is the warranty on your products?,"Most products carry a 1-year limited warranty from date of purchase, extended warranty plans are available at checkout."
1067,AmazonHelp,account_access,"@AmazonHelp I'm locked out of my account, the password reset email never arrives.","Sorry for the hassle! Please check your spam folder first, if it's still not there, confirm the email on file and we'll manually trigger a reset link."
1040,SpotifyCares,technical_support,@SpotifyCares the app keeps crashing every time I open it on my phone. Anyone else having this issue?,"Sorry about that! Could you tell us your device model and app version? In the meantime, try reinstalling the app, that resolves most crash-on-launch issues."
1031,UberSupport,refund_or_return,@UberSupport can I get a refund for order 312922 instead of store credit? I'd rather have my money back.,"Yes, we can process a refund to your original payment method for order 312922 instead of store credit, it takes 3-5 business days to reflect."
1012,BanklyCare,order_status,@BanklyCare it's been a week and order 481894 still shows 'processing'. What's going on?,"Apologies for the wait on order 481894. We've escalated it to our fulfillment team for a status update, expect movement within 24 hours or a full refund."
1077,AmazonHelp,account_access,"@AmazonHelp someone else logged into my account, I think it's been hacked. Please help urgently!","This is urgent, please change your password immediately if you still have access, and reply here so we can lock the account and review recent activity for anything unauthorized."
1098,SpotifyCares,general_inquiry,@SpotifyCares what are your customer support hours?,"Our support team is available 24/7 via DM and chat, phone support runs from 8am-10pm local time."
1062,DeltaAssist,billing_and_payment,"@DeltaAssist I was charged twice for the same order 104294, please refund the duplicate charge!","We're sorry about the duplicate charge on order 104294. We've confirmed the double billing and initiated a refund for the extra charge, it should post within 3-5 business days."
1028,SpotifyCares,refund_or_return,@SpotifyCares I returned my item weeks ago (order 945252) and still no refund. This is ridiculous.,"We understand the frustration. We can see the return for order 945252 was received; refunds typically post within 5 business days, if it's past that window we'll issue it manually today."
1032,DeltaAssist,technical_support,@DeltaAssist getting error code 5024 whenever I try to check out. Is your site down?,"We're seeing isolated reports of error 5024, our engineering team is investigating. As a workaround, try checking out from a different browser or the mobile app."
1101,AppleSupport,general_inquiry,@AppleSupport what are your customer support hours?,"Our support team is available 24/7 via DM and chat, phone support runs from 8am-10pm local time."
1064,DeltaAssist,account_access,"@DeltaAssist my account got suspended with no explanation, I need access back to place an order.","We understand this is disruptive. Suspensions are usually tied to a flagged security review, we're escalating your case so our trust & safety team can review and respond directly."
1006,UberSupport,order_status,@UberSupport where is my order #974912? It was supposed to arrive 3 days ago and tracking hasn't updated.,"Hi, sorry for the delay! Order #974912 is showing as in transit with the carrier and should update within 24 hours. We've flagged it for priority tracking. DM us if it's not moving by tomorrow."
1103,SpotifyCares,general_inquiry,@SpotifyCares how long is the warranty on your products?,"Most products carry a 1-year limited warranty from date of purchase, extended warranty plans are available at checkout."
1019,UberSupport,refund_or_return,@UberSupport can I get a refund for order 489139 instead of store credit? I'd rather have my money back.,"Yes, we can process a refund to your original payment method for order 489139 instead of store credit, it takes 3-5 business days to reflect."
1079,AppleSupport,account_access,"@AppleSupport I can't verify my account, the OTP text message never arrives on my phone.",Sorry about that! Please confirm the phone number on file (last 4 digits) and we'll resend the OTP through an alternate channel.
1038,AppleSupport,technical_support,"@AppleSupport I can't log into the app, it just shows a blank white screen after the splash screen.","That sounds like a caching issue. Please try clearing the app cache (or reinstalling) and confirm you're on the latest version, let us know if the blank screen persists."
1018,AppleSupport,refund_or_return,@AppleSupport can I get a refund for order 288127 instead of store credit? I'd rather have my money back.,"Yes, we can process a refund to your original payment method for order 288127 instead of store credit, it takes 3-5 business days to reflect."
1087,AppleSupport,complaint_service_quality,@AppleSupport customer service hung up on me twice today without resolving anything.,"That should never happen, we sincerely apologize. We're escalating this internally and a senior support lead will follow up with you directly today."
1002,AppleSupport,order_status,@AppleSupport my package for order 772092 says delivered but I never got it. Can you check?,"That's frustrating, we're sorry. We've opened a carrier investigation for order 772092. Most delivered-but-missing cases resolve within 48 hours; if not, we'll reship or refund automatically."
1068,AppleSupport,account_access,"@AppleSupport someone else logged into my account, I think it's been hacked. Please help urgently!","This is urgent, please change your password immediately if you still have access, and reply here so we can lock the account and review recent activity for anything unauthorized."
1003,AppleSupport,order_status,@AppleSupport my package for order 174267 says delivered but I never got it. Can you check?,"That's frustrating, we're sorry. We've opened a carrier investigation for order 174267. Most delivered-but-missing cases resolve within 48 hours; if not, we'll reship or refund automatically."
1054,SpotifyCares,billing_and_payment,@SpotifyCares my card was declined but the amount is still showing as pending on my bank statement.,"Pending holds from declined transactions typically drop off within 3-5 business days depending on your bank, no charge will actually be completed on our end."
1088,UberSupport,complaint_service_quality,@UberSupport customer service hung up on me twice today without resolving anything.,"That should never happen, we sincerely apologize. We're escalating this internally and a senior support lead will follow up with you directly today."
1083,DeltaAssist,complaint_service_quality,@DeltaAssist I've been a loyal customer for 5 years and this is how you treat me? Unacceptable service.,"We're sorry we let you down, and we value your loyalty. We're escalating your case to a senior specialist to make this right."
1095,UberSupport,complaint_service_quality,@UberSupport your driver was incredibly rude and took a longer route on purpose. Not okay.,"We're really sorry to hear this, that's not the experience we want for you. We've logged a formal complaint against the driver and are reviewing the trip route and conduct."
1090,BanklyCare,complaint_service_quality,"@BanklyCare the food arrived cold and an hour late, this is the third time this month.","We're sorry this keeps happening, that's well below the standard we expect. We're issuing a credit for this order and flagging the pattern for review with the restaurant partner."
1027,AmazonHelp,refund_or_return,"@AmazonHelp the size didn't fit, how do I exchange or refund order 335829?","No problem, for order 335829 you can choose a free exchange for a different size, or a full refund, both start from the Returns page."
1007,AmazonHelp,order_status,@AmazonHelp my package for order 932684 says delivered but I never got it. Can you check?,"That's frustrating, we're sorry. We've opened a carrier investigation for order 932684. Most delivered-but-missing cases resolve within 48 hours; if not, we'll reship or refund automatically."
1106,BanklyCare,general_inquiry,@BanklyCare how long is the warranty on your products?,"Most products carry a 1-year limited warranty from date of purchase, extended warranty plans are available at checkout."
1092,AmazonHelp,complaint_service_quality,@AmazonHelp customer service hung up on me twice today without resolving anything.,"That should never happen, we sincerely apologize. We're escalating this internally and a senior support lead will follow up with you directly today."
1066,AppleSupport,account_access,"@AppleSupport my account got suspended with no explanation, I need access back to place an order.","We understand this is disruptive. Suspensions are usually tied to a flagged security review, we're escalating your case so our trust & safety team can review and respond directly."
1073,AmazonHelp,account_access,"@AmazonHelp my account got suspended with no explanation, I need access back to place an order.","We understand this is disruptive. Suspensions are usually tied to a flagged security review, we're escalating your case so our trust & safety team can review and respond directly."
